abstract,author,authoritativeMN,authorLastName,beginDate,"
",,blockedReplicationMN,changePermission,checksum,checksumAlgorithm,class,contactOrganization,datasource,dataUrl,dateModified,datePublished,dateUploaded,decade,documents,eastBoundCoord,edition,endDate,family,fileID,formatId,formatType,gcmdKeyword,genus,geoform,id,identifier,investigator,isDocumentedBy,isPublic,isSpatial,keyConcept,keywords,kingdom,LTERSite,namedLocation,noBoundingBox,northBoundCoord,numberReplicas,obsoletedBy,obsoletes,ogcUrl,order,origin,originator,parameter,phylum,placeKey,preferredReplicationMN,presentationCat,project,pubDate,purpose,readPermission,relatedOrganizations,replicaMN,replicationAllowed,replicaVerifiedDate,resourceMap,rightsHolder,scientificName,sensor,site,size,sku,source,southBoundCoord,species,submitter,term,title,topic,updateDate,webUrl,westBoundCoord,writePermission
"Surface water samples were collected during low tide survays near ten Georgia Coastal Ecosystem LTER sampling sites in September, 2002. The incorporation of tritiated leucine in unfiltered samples during one hour incubations was measured using a standard microcentrifuge method to estimate bacterial productivity in each sample. This study was part of the GCE-LTER hydrographic monitoring program, and will be repeated quarterly.",Robert E. Hodson,urn:node:LTER,Hodson,2002-09-10T00:00:00Z,,,,"uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org",0255b8719e02dc301616a45e89de5441,MD5,,"Georgia Coastal Ecosystems LTER Project,University of Georgia",urn:node:LTER,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-gce.99.18,2012-06-26T14:56:14.137Z,2003-01-01T00:00:00Z,2005-07-27T23:00:00Z,,,-81.1675,,2002-09-12T00:00:00Z,,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-gce.99.18,eml://ecoinformatics.org/eml-2.0.1,METADATA,,,,doi:10.6073/AA/knb-lter-gce.99.18,doi:10.6073/AA/knb-lter-gce.99.18,Hodson,,true,,,"Sapelo Island,Georgia,USA,GCE,LTER,Population Studies,bacteria,bacterial production,leucine,microbial ecology",,,,,31.54307,,doi:10.6073/AA/knb-lter-gce.99.19,doi:10.6073/AA/knb-lter-gce.99.17,,,"Georgia Coastal Ecosystems LTER Project,Robert E. Hodson",,,,,,,Georgia Coastal Ecosystems LTER Project,2003-01-01T00:00:00Z,,"public,uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org",,"urn:node:LTER,urn:node:CN",false,"2012-06-26T00:00:00Z,2012-06-26T00:00:00Z",,"uid=GCE,o=lter,dc=ecoinformatics,dc=org",,,,43150,doi:10.6073/AA/knb-lter-gce.99.18,,31.30617,,"uid=GCE,o=lter,dc=ecoinformatics,dc=org",,September 2002 surface water bacterial productivity at ten Georgia Coastal Ecosystems LTER sampling sites,,2005-07-27T23:00:00Z,,-81.475,"uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org"
"Surface water samples were collected during low tide surveys near ten Georgia Coastal Ecosystem LTER sampling sites in October, 2001. Unfiltered subsamples were immediately preserved with buffered formalin and refrigerated for transport to the laboratory. The abundance of bacteria in each sample was determined using an epifluorescence microscope by counting DAPI-stained cells retained on a 0.2µm polycarbonate filter. This study was part of the GCE-LTER hydrographic monitoring program, and will be repeated quarterly.",Robert E. Hodson,urn:node:LTER,Hodson,2001-10-10T00:00:00Z,,,,"uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org",9c0af5a23a340758e54835ac095c15be,MD5,,"Georgia Coastal Ecosystems LTER Project,University of Georgia",urn:node:LTER,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-gce.116.17,2012-06-26T12:56:38.903Z,2003-01-01T00:00:00Z,2005-07-27T23:00:00Z,,,-81.20917,,2001-10-13T00:00:00Z,,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-gce.116.17,eml://ecoinformatics.org/eml-2.0.1,METADATA,,,,doi:10.6073/AA/knb-lter-gce.116.17,doi:10.6073/AA/knb-lter-gce.116.17,Hodson,,true,,,"Sapelo Island,Georgia,USA,GCE,LTER,Population Studies,abundance,bacteria,DAPI,direct counts,microbial ecology,microscopy",,,,,31.54267,,doi:10.6073/AA/knb-lter-gce.116.18,doi:10.6073/AA/knb-lter-gce.116.16,,,"Georgia Coastal Ecosystems LTER Project,Robert E. Hodson",,,,,,,Georgia Coastal Ecosystems LTER Project,2003-01-01T00:00:00Z,,"public,uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org",,"urn:node:LTER,urn:node:CN",false,"2012-06-26T00:00:00Z,2012-06-26T00:00:00Z",,"uid=GCE,o=lter,dc=ecoinformatics,dc=org",,,,40238,doi:10.6073/AA/knb-lter-gce.116.17,,31.30667,,"uid=GCE,o=lter,dc=ecoinformatics,dc=org",,October 2001 surface water bacterial abundance at ten Georgia Coastal Ecosystems LTER sampling sites,,2005-07-27T23:00:00Z,,-81.475,"uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org"
"80 100 square meter plots located randomly throughout the uplands. were sampled similarly to the riparian sampling.  GIS was used to identify latitude and longitude for each plot, and plots were located in the field using GPS.  In each 100 square meter plot, all trees greater than or equal to 2.5 cm diameter at breast height (DBH) were identified to species and measured.  All stems less than 2..5 cm DBH and greater than or equal to 1 m in height were counted.  Four 1 square meter plots were established around the plot center, where percent cover of herbaceous species and species of woody seedlings were estimated using a 1 square meter frame divided into a grid of 100 10 square meter cells.","Grace S. Brush ,     Email: gbrush@jhu.edu",urn:node:LTER,"Grace S. Brush \,     Email: gbrush@jhu.edu",,,,,"uid=""BES""\,o=lter\,dc=ecoinformatics\,dc=org",c7625cd23d02e5ad9dbcb1a089d84f9c,MD5,,,urn:node:LTER,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-bes.405.45,2012-06-26T10:27:50.56Z,2004-04-06T00:00:00Z,2009-12-31T00:00:00Z,,,-76.01201,,,,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-bes.405.45,eml://ecoinformatics.org/eml-2.0.1,METADATA,,,,doi:10.6073/AA/knb-lter-bes.405.45,doi:10.6073/AA/knb-lter-bes.405.45,"Grace S. Brush \,     Email: gbrush@jhu.edu",,true,,,"Environmental\, vegetation\, urban ecology\, upland\, biodiversity\, baltimore\, upland vegetation\, rural-urban gradient\, hydrology\, exotics\, diversity,Baltimore\, MD\, Washington\, D.C\, Chesapeake Bay\, Baltimore-Washington\, Regional\,",,,,,39.724846,,doi:10.6073/AA/knb-lter-bes.405.46,doi:10.6073/AA/knb-lter-bes.405.44,,,"Grace S. Brush \,     Email: gbrush@jhu.edu",,,,,,,,2004-04-06T00:00:00Z,,"public,uid=""BES""\,o=lter\,dc=ecoinformatics\,dc=org",,"urn:node:LTER,urn:node:CN",false,"2012-06-26T00:00:00Z,2012-06-26T00:00:00Z",,"uid=BES,o=LTER,dc=ecoinformatics,dc=org",,,,4879,doi:10.6073/AA/knb-lter-bes.405.45,,38.708366,,"uid=BES,o=LTER,dc=ecoinformatics,dc=org",,"Vegetation - Stream Vegetation, Upland Vegetation in the Gwynns Falls Watershed BES ID 405-",,2009-12-31T00:00:00Z,,-77.314186,"uid=""BES""\,o=lter\,dc=ecoinformatics\,dc=org"
"This experiment was established on top of E002 in field B. In the spring of 1992, 3 randomly chosen replicates of each nutrient treatment of experiment E002 were chosen to be burned each spring. For a description of these plots, see E002. For a list of treatments, see the treatment layouts in file trmte98.",David Tilman,urn:node:LTER,Tilman,2009-01-01T00:00:00Z,,,,"uid=CDR\,o=lter\,dc=ecoinformatics\,dc=org",93b566e62c067938b93ffc5f9672321f,MD5,,,urn:node:LTER,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-cdr.59098.122,2012-06-26T16:37:20.225Z,2012-04-24T00:00:00Z,2012-03-16T23:00:00Z,,,-93.16289,,2009-01-01T00:00:00Z,,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-cdr.59098.122,eml://ecoinformatics.org/eml-2.1.0,METADATA,,,,doi:10.6073/AA/knb-lter-cdr.59098.122,doi:10.6073/AA/knb-lter-cdr.59098.122,Tilman,,true,,,"carbon,ecology,ecosystems,nitrogen",,,,,45.44138,,doi:10.6073/AA/knb-lter-cdr.59098.123,doi:10.6073/AA/knb-lter-cdr.59098.121,,,David Tilman,,,,,,,,2012-04-24T00:00:00Z,,"uid=CDR\,o=lter\,dc=ecoinformatics\,dc=org,public",,"urn:node:LTER,urn:node:CN",false,"2012-06-26T00:00:00Z,2012-06-26T00:00:00Z",,"uid=CDR,o=LTER,dc=ecoinformatics,dc=org",,,,9982,doi:10.6073/AA/knb-lter-cdr.59098.122,,45.384865,,"uid=CDR,o=LTER,dc=ecoinformatics,dc=org",,Root carbon/nitrogen data,,2012-03-16T23:00:00Z,,-93.22445,"uid=CDR\,o=lter\,dc=ecoinformatics\,dc=org"
"A quadrat survey was conducted in October 2004 to measure the species and size distribution of plants at 10 GCE LTER sampling sites.  The quadrats were established as permanent plots at GCE sampling sites in October 2000 by placing wooden stakes at random locations across two nominal zones at each site, designated based on marsh structure (creekbank and high marsh).  Several new plots were also added in October 2001, 2002, 2003 and 2004 to replace those lost due to catastrophic wrack disturbance or creek bank erosion.  The plots were visually surveyed and the species, shoot height, and flowering status was recorded individually for each shoot over 10 cm in height present in each plot.  Observations from plots exhibiting signs of disturbance were noted in the data set.  This survey will be repeated annually to assess changes in plant distribution and biomass in relation to environmental changes documented by other GCE LTER monitoring efforts.",Steven C. Pennings,urn:node:LTER,Pennings,2004-10-22T00:00:00Z,,,,"uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org",446c3def59603d9aefbcf7515e8999e9,MD5,,"Georgia Coastal Ecosystems LTER Project,University of Houston",urn:node:LTER,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-gce.230.12,2012-06-26T13:46:14.695Z,2006-01-01T00:00:00Z,2005-07-27T23:00:00Z,,,-81.19566,,2004-10-25T00:00:00Z,,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-gce.230.12,eml://ecoinformatics.org/eml-2.1.0,METADATA,,,,doi:10.6073/AA/knb-lter-gce.230.12,doi:10.6073/AA/knb-lter-gce.230.12,Pennings,,true,,,"Georgia,Sapelo Island,USA,Juncus roemerianus,Panicum,plants,Scirpus,Spartina alterniflora,Spartina cynosuroides,Typha,Zizaniopsis miliacea,GCE,LTER,flowering,marshes,monitoring,permanent plots,plant communities,plant cover,plant ecology,primary productivity,shoot height,Primary Production",,,,,31.552553,,doi:10.6073/AA/knb-lter-gce.230.13,doi:10.6073/AA/knb-lter-gce.230.11,,,"Georgia Coastal Ecosystems LTER Project,Steven C. Pennings",,,,,,,Georgia Coastal Ecosystems LTER Project,2006-01-01T00:00:00Z,,"uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org,public",,"urn:node:LTER,urn:node:CN",false,"2012-06-26T00:00:00Z,2012-06-26T00:00:00Z",,"uid=GCE,o=lter,dc=ecoinformatics,dc=org",,,,49861,doi:10.6073/AA/knb-lter-gce.230.12,,31.304064,,"uid=GCE,o=lter,dc=ecoinformatics,dc=org",,Fall 2004 plant monitoring survey -- shoot height and flowering status of plants in permanent plots at GCE sampling sites 1-10,,2005-07-27T23:00:00Z,,-81.4935,"uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org"
"Surface water samples were collected during low tide surveys near ten Georgia Coastal Ecosystem LTER sampling sites in November, 2001. Unfiltered subsamples were immediately preserved with buffered formalin and refrigerated for transport to the laboratory. The abundance of bacteria in each sample was determined using an epifluorescence microscope by counting DAPI-stained cells retained on a 0.2µm polycarbonate filter. This study was part of the GCE-LTER hydrographic monitoring program, and will be repeated quarterly.",Robert E. Hodson,urn:node:LTER,Hodson,2001-11-26T00:00:00Z,,,,"uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org",1a6e6b3c5228b816bd4a875adf34663d,MD5,,"Georgia Coastal Ecosystems LTER Project,University of Georgia",urn:node:LTER,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-gce.117.17,2012-06-26T12:56:53.947Z,2003-01-01T00:00:00Z,2005-07-27T23:00:00Z,,,-81.20785,,2001-11-30T00:00:00Z,,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-gce.117.17,eml://ecoinformatics.org/eml-2.0.1,METADATA,,,,doi:10.6073/AA/knb-lter-gce.117.17,doi:10.6073/AA/knb-lter-gce.117.17,Hodson,,true,,,"Sapelo Island,Georgia,USA,GCE,LTER,Population Studies,abundance,bacteria,DAPI,direct counts,microbial ecology,microscopy",,,,,31.54263,,doi:10.6073/AA/knb-lter-gce.117.18,doi:10.6073/AA/knb-lter-gce.117.16,,,"Georgia Coastal Ecosystems LTER Project,Robert E. Hodson",,,,,,,Georgia Coastal Ecosystems LTER Project,2003-01-01T00:00:00Z,,"public,uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org",,"urn:node:LTER,urn:node:CN",false,"2012-06-26T00:00:00Z,2012-06-26T00:00:00Z",,"uid=GCE,o=lter,dc=ecoinformatics,dc=org",,,,42308,doi:10.6073/AA/knb-lter-gce.117.17,,31.30667,,"uid=GCE,o=lter,dc=ecoinformatics,dc=org",,November 2001 surface water bacterial abundance at ten Georgia Coastal Ecosystems LTER sampling sites,,2005-07-27T23:00:00Z,,-81.475,"uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org"
"The goal of this study was to examine the population of insects in prairies and savannahs. Most of the prairies had developed after being abandoned from agriculture, but none of the savannahs had been cultivated. The history of burning varied between sites. Insects were sampled via sweep-net sampling, pitfalls and ant plates throughout the growing season in each of 49 grassland fields and savannahs. In total, 89,596 individuals of 1,167 species were captured and enumerated. Body size was measured for a subset of grasshoppers collected. The study was conducted in 1992 by the lead investigators: John Haarstad, Evan Siemann, and David Tilman.",John Haarstad,urn:node:LTER,Haarstad,1992-01-01T00:00:00Z,,,,"uid=CDR\,o=lter\,dc=ecoinformatics\,dc=org",e0a960bede2cca1135f247df5edc89bc,MD5,,,urn:node:LTER,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-cdr.142122.123,2012-06-26T15:05:16.478Z,2012-06-14T00:00:00Z,2010-06-18T23:00:00Z,,,-93.16289,,1992-01-01T00:00:00Z,,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-cdr.142122.123,eml://ecoinformatics.org/eml-2.1.0,METADATA,,,,doi:10.6073/AA/knb-lter-cdr.142122.123,doi:10.6073/AA/knb-lter-cdr.142122.123,Haarstad,,true,,,"agriculture,burning,ecology,ecosystems,insects,species",,,,,45.44138,,,doi:10.6073/AA/knb-lter-cdr.142122.122,,,John Haarstad,,,,,,,,2012-06-14T00:00:00Z,,"public,uid=CDR\,o=lter\,dc=ecoinformatics\,dc=org",,"urn:node:LTER,urn:node:CN",false,"2012-06-26T00:00:00Z,2012-06-26T00:00:00Z",,"uid=CDR,o=LTER,dc=ecoinformatics,dc=org",,,,14922,doi:10.6073/AA/knb-lter-cdr.142122.123,,45.384865,,"uid=CDR,o=LTER,dc=ecoinformatics,dc=org",,"Miscellaneous inscet species abundance: Trophic Structure:  Insect Species Diversity, Abundance and Body Size",,2010-06-18T23:00:00Z,,-93.22445,"uid=CDR\,o=lter\,dc=ecoinformatics\,dc=org"
"This project was designed to investigate the response of plant growth  and reproduction to short- and long-term variation in biotic and  abiotic environmental variables.  Several perennial taxa, including tree  (Juniperus monsperma and Pinus edulis), shrub (Larrea tridentata) and bunch grasses (Oryzopsis hymenoides (now Achnaterum hymenoides) and Sporobolus contractus)  species, were monitored at 1-3 sites differing in elevation and  topography as well as edaphic variables and annual precipitation.  The  sites represented optimal or marginal/transitional zones for particular  species.  Demographic measurements were made biannually, after the 'wet'  (fall) and 'dry' (spring) seasons.  For tree and shrub species,  estimates of growth and reproduction were based on branch demography,  with ten branch tips from 10-20 individuals per species per site  repeatedly measured from 1989-1993.   For J. monsperma, P. edulis and L. tridentata,  vegetative growth (i.e., branch growth) as well as reproduction were  monitored. Additional measurements included needle length for P. edulis and leaf production, leaf size and branchlet production for L. tridentata.  For grasses, basal diameter, leaf length and reproduction were monitored for 100 individuals per species per site. This project, SEV026, contains only data on creosote branch demography.   Data on other variables and species is contained in SEV006, SEV024, SEV025, SEV027, and SEV028.",Diane Marshall,urn:node:LTER,Marshall,1989-05-09T00:00:00Z,,,,"uid=SEV\, o=lter\, dc=ecoinformatics\, dc=org",b1dab852853a89dc3b22b6aa9d74a8f9,MD5,,,urn:node:LTER,https://cn.dataone.org/cn/v1/resolve/knb-lter-sev.26.70185,2012-08-25T00:56:36.076Z,2010-01-01T00:00:00Z,2011-09-08T23:00:00Z,,,106.717,,1989-05-10T00:00:00Z,,https://cn.dataone.org/cn/v1/resolve/knb-lter-sev.26.70185,eml://ecoinformatics.org/eml-2.1.0,METADATA,,,,knb-lter-sev.26.70185,knb-lter-sev.26.70185,Marshall,,true,,,"populations,communities,community structure,plant communities,plant species,demography,plant ecology,vegetation dynamics,population dynamics,community dynamics,measurements,seasonality,plant growth,tree growth,deserts,grasses,leaves,shrubs",,,,,34.3381,,,knb-lter-sev.26.67626,,,Diane Marshall,,,,,,,,2010-01-01T00:00:00Z,,"public,uid=SEV\, o=lter\, dc=ecoinformatics\, dc=org",,"urn:node:LTER,urn:node:CN",false,"2012-08-25T00:00:00Z,2012-08-25T00:00:00Z",,"uid=SEV,o=LTER,dc=ecoinformatics,dc=org",,,,47170,knb-lter-sev.26.70185,,34.3381,,"uid=SEV,o=LTER,dc=ecoinformatics,dc=org",,"Biannnual Creosote Branch Demography Study at the Sevilleta National Wildlife Refuge, New Mexico: 1989-1993",,2011-09-08T23:00:00Z,,106.717,"uid=SEV\, o=lter\, dc=ecoinformatics\, dc=org"
"This experiment was established on top of E002 in field B. In the spring of 1992, 3 randomly chosen replicates of each nutrient treatment of experiment E002 were chosen to be burned each spring. For a description of these plots, see E002. For a list of treatments, see the treatment layouts in file trmte98.",David Tilman,urn:node:LTER,Tilman,2009-01-01T00:00:00Z,,,,"uid=CDR\,o=lter\,dc=ecoinformatics\,dc=org",5640698addb210959fb07160c2112d3e,MD5,,,urn:node:LTER,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-cdr.53098.123,2012-06-26T17:26:05.325Z,2012-06-14T00:00:00Z,2012-03-12T23:00:00Z,,,-93.16289,,2009-01-01T00:00:00Z,,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-cdr.53098.123,eml://ecoinformatics.org/eml-2.1.0,METADATA,,,,doi:10.6073/AA/knb-lter-cdr.53098.123,doi:10.6073/AA/knb-lter-cdr.53098.123,Tilman,,true,,,"carbon,ecology,ecosystems,nitrogen",,,,,45.44138,,,doi:10.6073/AA/knb-lter-cdr.53098.122,,,David Tilman,,,,,,,,2012-06-14T00:00:00Z,,"public,uid=CDR\,o=lter\,dc=ecoinformatics\,dc=org",,"urn:node:LTER,urn:node:CN",false,"2012-06-26T00:00:00Z,2012-06-26T00:00:00Z",,"uid=CDR,o=LTER,dc=ecoinformatics,dc=org",,,,13762,doi:10.6073/AA/knb-lter-cdr.53098.123,,45.384865,,"uid=CDR,o=LTER,dc=ecoinformatics,dc=org",,Litter carbon and nitrogen: Fire X Nitrogen: Interactive Effects in a Prairie-Like Grassland,,2012-03-12T23:00:00Z,,-93.22445,"uid=CDR\,o=lter\,dc=ecoinformatics\,dc=org"
"Most investigators studying grasslands have assumed that the low standing biomass of the SGS created a system with a low probability of carrying fire, and thus a minimal historical role of fire. Nonetheless, there are years with aboveground biomass equivalent to the mixed grass prairie, and a high frequency of lightening storms. Regardless of the historical role of fire in SGS, there are new questions regarding its utility in managing for the presence of the threatened mountain plover, which only nests in areas of low plant biomass. United States Forest Service, Pawnee National Grassland recently initiated a burning program in the mid 1990s to address questions about using fire to increase plover habitat; we have collected data on some of these plots to investigate the influence of fire on SGS vegetation.  Several datasets were created between 1999 and 2004 by SGS-LTER researchers, including measurements of shrub and cactus mortality rates, aboveground net primary production, amounts of litter and standing dead, and aboveground nitrogen dynamics in burned and control plots in the western section of the Pawnee National Grassland.",Dan Milchunas,urn:node:LTER,Milchunas,1999-06-01T00:00:00Z,,,,"uid=SGS\,o=lter\,dc=ecoinformatics\,dc=org",a81311d938c326b0ad074c1be243e970,MD5,,Department of Rangeland Ecosystem Science,urn:node:LTER,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-sgs.129.4,2012-06-26T15:47:08.285Z,2008-01-01T00:00:00Z,2011-11-17T00:00:00Z,,,-104.73055,,2003-09-30T00:00:00Z,,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-sgs.129.4,eml://ecoinformatics.org/eml-2.1.0,METADATA,,,,doi:10.6073/AA/knb-lter-sgs.129.4,doi:10.6073/AA/knb-lter-sgs.129.4,Milchunas,,true,,,"fire ecology,disturbance,nitrogen,organic nitrogen",,,,,40.8575,,doi:10.6073/AA/knb-lter-sgs.129.5,doi:10.6073/AA/knb-lter-sgs.129.3,,,Dan Milchunas,,,,,,,,2008-01-01T00:00:00Z,,"public,uid=SGS\,o=lter\,dc=ecoinformatics\,dc=org",,"urn:node:LTER,urn:node:CN",false,"2012-06-26T00:00:00Z,2012-06-26T00:00:00Z",,"uid=SGS,o=LTER,dc=ecoinformatics,dc=org",,,,15361,doi:10.6073/AA/knb-lter-sgs.129.4,,40.800278,,"uid=SGS,o=LTER,dc=ecoinformatics,dc=org",,Monthly Nitrogen content of aboveground biomass on and off US Forest Service Burns,,2011-11-17T00:00:00Z,,-104.785835,"uid=SGS\,o=lter\,dc=ecoinformatics\,dc=org"
"We use a retrospective approach to reconstruct the past distribution of fire in New England and to investigate the important drivers of this pattern across the period of European arrival to North America.  Our study sites are in New England, and range from pitch pine and oak forests of coastal Massachusetts, pine and hardwood forests of central Massachusetts, and northern hardwood and spruce fir forests of northern Massachusetts and Vermont.  We collected sediment profiles from 18 lakes across the study area to assess fossil charcoal and pollen abundance over the past 1000 years and including the time period of European arrival and settlement. Based on presettlement pollen composition, our study sites are divided into three vegetation types: 1) pitch pine and oak, 2) oak, pine, and hardwood, and 3) northern hardwoods.  The abundance of presettlement charcoal in these lakes is closely related to climate and the composition of surrounding vegetation.  Charcoal is most abundant in pitch pine forests and least common in northern hardwood and spruce forests.  Following the arrival of Europeans, charcoal abundance increases, at most sites substantially, and vegetation composition changed in a direction of either greater dominance by pitch pine or white pine, depending on whether the forests were located in the southern or northern part of New England. The major factor influencing the distribution of fire across New England is climate, which has a direct effect on the physical conditions conducive to fire ignition and spread and an indirect effect on fire through its control on the distribution of vegetation at this spatial scale.  We find evidence that other factors exert some control over local fire regimes as well including landforms and their impact on vegetation composition, firebreaks, and prevailing winds.  Native Americans likely influenced the local occurrence of fire, but their impact on regional fire regimes in New England is not apparent from this or other studies.   However, additional paleoecological, archaeological and historical work needs to be done to better address this question.  In contrast, Europeans had a dramatic effect on fire throughout the New England landscape, increasing its occurrence almost everywhere.",Tim Parshall,urn:node:LTER,"Parshall,Foster",,,,,"uid=HFR\,o=lter\,dc=ecoinformatics\,dc=org",41001330cd6939fde59bb228af092f83,MD5,,,urn:node:LTER,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-hfr.76.3,2012-06-26T15:37:19.903Z,2003-01-01T00:00:00Z,2006-03-14T00:00:00Z,,,-69.9,,,,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-hfr.76.3,eml://ecoinformatics.org/eml-2.0.1,METADATA,,,,doi:10.6073/AA/knb-lter-hfr.76.3,doi:10.6073/AA/knb-lter-hfr.76.3,"Parshall,Foster",,true,,,"paleological,disturbance,fire,forest ecology,fossil charcoal,fossil pollen,human impacts,paleoecology,presettlement vegetation",,,,,42.0,,doi:10.6073/AA/knb-lter-hfr.76.4,doi:10.6073/AA/knb-lter-hfr.76.2,,,"Tim Parshall,David Foster",,,,,,,,2003-01-01T00:00:00Z,,"uid=HFR\,o=lter\,dc=ecoinformatics\,dc=org,public",,"urn:node:LTER,urn:node:CN",false,"2012-06-26T00:00:00Z,2012-06-26T00:00:00Z",,"uid=HFR,o=LTER,dc=ecoinformatics,dc=org",,,,11267,doi:10.6073/AA/knb-lter-hfr.76.3,,41.3,,"uid=HFR,o=LTER,dc=ecoinformatics,dc=org",,Long-term Vegetation Dynamics on the Massachusetts Coast,,2006-03-14T00:00:00Z,,-70.6,"uid=HFR\,o=lter\,dc=ecoinformatics\,dc=org"
"Surface water samples were collected during low tide survays near ten Georgia Coastal Ecosystem LTER sampling sites in March, 2004. The incorporation of tritiated leucine in unfiltered samples during one hour incubations was measured using a standard microcentrifuge method to estimate bacterial productivity in each sample. This study was part of the GCE-LTER hydrographic monitoring program, and will be repeated quarterly.",Robert E. Hodson,urn:node:LTER,Hodson,2004-03-11T00:00:00Z,,,,"uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org",b5e6363d18663b83e8fadc3fd58d40d1,MD5,,"Georgia Coastal Ecosystems LTER Project,University of Georgia",urn:node:LTER,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-gce.271.19,2012-06-26T13:56:38.989Z,2005-01-01T00:00:00Z,2005-11-22T00:00:00Z,,,-81.20847,,2004-03-14T00:00:00Z,,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-gce.271.19,eml://ecoinformatics.org/eml-2.0.1,METADATA,,,,doi:10.6073/AA/knb-lter-gce.271.19,doi:10.6073/AA/knb-lter-gce.271.19,Hodson,,true,,,"Sapelo Island,Georgia,USA,GCE,LTER,Population Studies,bacteria,bacterial production,leucine,microbial ecology",,,,,31.54273,,doi:10.6073/AA/knb-lter-gce.271.20,doi:10.6073/AA/knb-lter-gce.271.18,,,"Georgia Coastal Ecosystems LTER Project,Robert E. Hodson",,,,,,,Georgia Coastal Ecosystems LTER Project,2005-01-01T00:00:00Z,,"public,uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org",,"urn:node:LTER,urn:node:CN",false,"2012-06-26T00:00:00Z,2012-06-26T00:00:00Z",,"uid=GCE,o=lter,dc=ecoinformatics,dc=org",,,,45686,doi:10.6073/AA/knb-lter-gce.271.19,,31.3058,,"uid=GCE,o=lter,dc=ecoinformatics,dc=org",,March 2004 surface water bacterial productivity at ten Georgia Coastal Ecosystems LTER sampling sites,,2005-11-22T00:00:00Z,,-81.4745,"uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org"
