lake Name,DATE,YEAR,COL #,Unknown cyclopoid Total,Unknown cyclopoid Adult,Cyclopoid Unknown-Immature,Cyclops scutifer Total,Cyclops scutifer Adult,Cyclops scutifer Immature,Tropocyclops extensus Total,Tropocyclops extensus Adult,Tropocyclops extensus Immature,Mesocyclops edax Total,Mesocyclops edax,Mesocyclops edax Immature,Orthocyclops modesti Total,Orthocyclops modesti Adults,Orthocyclops modesti Immature,Cyclopoid copepidids,CYCOPEP ,Leptodiaptomus minutus Total,Leptodiaptomus minutus,Leptodiaptomus minutus Immature,Aglaodiaptomus leptopus Total,Aglaodiaptomus leptopus Adult,Aglaodiaptomus leptopus Immature,Skistidiaptomus oregonensis-Adult,Skistidiaptomus oregonensis-Immature,Skistodiaptomus oregonensis Total,Skistodiaptomus oregonensis Adult,Skistodiaptomus oregonensis Immature,Epischura lacustris Total,Epischura lacustris Adult,Epischura lacustris Immature,Daphnia mendotae,Daphnia pulicaria,Daphnia retrocurva,Daphnia dubia,Daphnia catawba,Daphnia ambigua,Daphnia pulex,Daphnia parvula,Bosmina longirostris,Eubosmina ,Diaphanosoma brachyurum,Diaphanosoma bergei,Holopedium gibberum,Polyphemus pediculus,Ceriodaphnia quadrangular,Chydoris species,Leptodora kindti,Alona sp.,Sida crystallina,,
Constable,9/24/2002,2002,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1460.42,397.92,1062.50,0.00,0.00,0.00,0.00,0.00,3495.80,2360.40,1135.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.42,0.00,139.60,0.00,2360.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Constable,7/10/2003,2003,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,250.00,50.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,21550.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Constable,8/7/2003,2003,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5626.41,787.70,4838.71,0.00,0.00,0.00,0.00,0.00,7614.40,4351.09,3263.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,862.72,0.00,0.00,0.00,19017.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Constable,7/21/2004,2004,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2999.67,983.00,2016.67,0.00,0.00,0.00,0.00,0.00,19300.00,14433.33,4866.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,183.33,0.00,0.00,0.00,7600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Constable,8/4/2004,2004,25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2604.17,458.33,2145.83,0.00,0.00,0.00,0.00,0.00,5775.00,3533.33,2241.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,854.17,0.00,0.00,0.00,2045.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Constable,7/13/2005,2005,26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2350.00,1775.00,575.00,0.00,0.00,0.00,0.00,0.00,9525.00,8575.00,950.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3000.00,0.00,0.00,0.00,925.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Constable,8/10/2005,2005,27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2117.71,118.75,1998.96,0.00,0.00,0.00,0.00,0.00,752.08,336.46,415.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3364.58,0.00,0.00,0.00,138.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Constable,7/14/2006,2006,28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5805.00,870.00,4935.00,0.00,0.00,0.00,0.00,0.00,1755.00,675.00,1080.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1620.00,0.00,0.00,0.00,127305.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Constable,8/10/2006,2006,29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13875.00,2700.00,11175.00,0.00,0.00,0.00,0.00,0.00,2550.00,2100.00,450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2625.00,0.00,0.00,0.00,52800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Dart,6/28/1994,1994,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1217.52,974.02,243.50,0.00,0.00,0.00,0.00,0.00,11223.33,6264.70,4958.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110.68,0.00,0.00,0.00,12462.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Dart,7/25/1994,1994,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1973.58,1606.74,366.84,0.00,0.00,0.00,0.00,0.00,5390.34,4523.05,867.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,454.95,0.00,0.00,0.00,13212.67,0.00,0.00,0.00,0.00,495.84,0.00,0.00,0.00,0.00,0.00,,
Dart,8/24/1994,1994,3,0.00,0.00,0.00,0.00,0.00,0.00,317.46,216.45,101.01,3073.59,1587.30,1486.29,0.00,0.00,0.00,0.00,0.00,6031.75,1976.91,4054.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1746.03,0.00,0.00,0.00,1298.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Dart,6/20/1995,1995,4,0.00,0.00,0.00,2521.84,1484.38,1037.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8363.58,3974.29,4389.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.96,0.00,0.00,0.00,0.00,4453.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Dart,8/9/1995,1995,5,0.00,0.00,0.00,2000.00,1208.33,791.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11041.67,6062.50,4979.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,666.67,0.00,0.00,0.00,0.00,3541.67,187.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Dart,9/13/1995,1995,6,0.00,0.00,0.00,1505.41,513.82,991.59,2749.40,1568.51,1180.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4281.85,2929.69,1352.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108.00,0.00,0.00,0.00,0.00,1325.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Dart,6/26/1996,1996,7,0.00,0.00,0.00,2451.61,2247.31,204.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6588.00,4290.00,2298.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.08,0.00,0.00,0.00,0.00,12360.00,0.00,0.00,0.00,51.00,0.00,0.00,0.00,0.00,0.00,,
Dart,7/22/1996,1996,8,0.00,0.00,0.00,1821.43,1821.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2659.00,2659.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,109.00,0.00,0.00,0.00,0.00,6739.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Dart,8/20/1996,1996,9,0.00,0.00,0.00,1060.00,718.00,342.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3339.68,2693.65,646.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2078.57,0.00,0.00,0.00,0.00,1346.83,0.00,0.00,0.00,34.00,0.00,0.00,0.00,0.00,0.00,,
Dart,7/9/1997,1997,10,0.00,0.00,0.00,2806.00,1565.00,1241.00,107.94,107.94,0.00,758.59,57.00,701.59,0.00,0.00,0.00,0.00,0.00,18888.97,3453.97,15435.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,431.75,0.00,0.00,0.00,1781.00,7231.00,0.00,0.00,53.97,161.90,0.00,0.00,0.00,53.97,0.00,,
Dart,8/19/1997,1997,11,0.00,0.00,0.00,318.75,318.75,0.00,354.17,354.17,0.00,1487.50,1345.83,141.67,0.00,0.00,0.00,0.00,0.00,17637.50,1204.17,16433.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2018.75,0.00,0.00,0.00,531.25,1062.50,35.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Dart,7/13/1998,1998,12,0.00,0.00,0.00,695.00,402.00,293.00,0.00,0.00,0.00,695.00,402.00,293.00,0.00,0.00,0.00,0.00,0.00,1858.70,315.22,1543.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,304.35,0.00,0.00,0.00,1358.70,3184.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Dart,8/17/1998,1998,13,0.00,0.00,0.00,360.00,211.00,149.00,0.00,0.00,0.00,533.00,322.00,211.00,0.00,0.00,0.00,0.00,0.00,3137.40,1512.90,1624.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,508.00,0.00,0.00,0.00,595.00,2455.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Dart,6/30/1999,1999,14,0.00,0.00,0.00,818.00,818.00,0.00,1226.99,1226.99,0.00,2914.11,2249.49,664.62,0.00,0.00,0.00,0.00,0.00,1482.62,1482.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,255.62,0.00,818.00,0.00,6258.00,7648.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Dart,8/24/1999,1999,15,0.00,0.00,0.00,11659.92,2429.15,9230.77,12469.64,9230.77,3238.87,3805.67,2186.23,1619.43,0.00,0.00,0.00,0.00,0.00,10688.26,7368.42,3319.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,323.89,0.00,2914.98,0.00,3717.00,4542.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Dart,7/13/2000,2000,16,0.00,0.00,0.00,470.00,345.00,125.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1295.00,1295.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18245.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Dart,8/22/2000,2000,17,0.00,0.00,0.00,1440.00,368.00,1072.00,184.00,184.00,0.00,368.00,184.00,184.00,0.00,0.00,0.00,0.00,0.00,4368.00,3656.00,712.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,544.00,0.00,0.00,0.00,1714.00,1998.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Dart,8/8/2001,2001,18,0.00,0.00,0.00,2204.44,1297.78,906.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5248.89,3382.22,1866.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,186.67,0.00,0.00,0.00,2408.89,613.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Dart,9/8/2001,2001,19,0.00,0.00,0.00,1670.63,861.11,809.52,0.00,0.00,0.00,197.62,147.62,50.00,0.00,0.00,0.00,0.00,0.00,3653.97,2251.59,1402.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1750.79,0.00,0.00,0.00,534.90,564.30,0.00,0.00,0.00,16.67,0.00,0.00,16.67,0.00,0.00,,
Dart,8/13/2002,2002,20,0.00,0.00,0.00,1101.49,640.48,461.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6056.45,4691.02,1365.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1038.15,0.00,0.00,0.00,330.80,647.52,0.00,0.00,0.00,0.00,0.00,0.00,14.10,0.00,0.00,,
Dart,9/10/2002,2002,21,0.00,0.00,0.00,771.59,467.70,303.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7160.49,5014.25,2146.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1225.07,0.00,0.00,0.00,0.00,256.41,18.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Dart,7/16/2003,2003,22,0.00,0.00,0.00,7706.67,1120.00,6586.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4026.67,1626.67,2400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,0.00,0.00,0.00,3173.33,2373.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.67,,
Dart,9/5/2003,2003,23,0.00,0.00,0.00,222.79,222.79,0.00,0.00,0.00,0.00,5638.38,51.40,5586.98,0.00,0.00,0.00,0.00,0.00,2827.76,1885.18,942.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,411.31,0.00,0.00,0.00,599.83,222.79,0.00,0.00,0.00,17.14,0.00,0.00,17.14,0.00,0.00,,
Dart,7/6/2004,2004,24,0.00,0.00,0.00,306.67,80.00,226.67,0.00,0.00,0.00,613.33,160.00,453.33,0.00,0.00,0.00,0.00,0.00,3946.00,1053.00,2893.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,773.00,0.00,0.00,0.00,3013.33,573.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Dart,8/11/2004,2004,25,0.00,0.00,0.00,985.00,214.00,771.00,0.00,0.00,0.00,1414.00,300.00,1114.00,0.00,0.00,0.00,0.00,0.00,6600.00,1128.57,5471.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,814.29,0.00,0.00,0.00,400.00,843.00,0.00,0.00,0.00,42.86,0.00,0.00,14.29,0.00,0.00,,
Dart,7/19/2005,2005,26,0.00,0.00,0.00,1877.30,396.00,1481.30,0.00,0.00,0.00,1877.37,410.70,1466.67,0.00,0.00,0.00,0.00,0.00,3124.00,792.00,2332.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,366.67,0.00,0.00,0.00,440.00,2478.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Dart,8/16/2005,2005,27,0.00,0.00,0.00,1296.83,120.63,1176.19,0.00,0.00,0.00,1040.48,75.40,965.08,0.00,0.00,0.00,0.00,0.00,3498.41,241.27,3257.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1357.14,0.00,0.00,0.00,422.22,2850.00,0.00,0.00,0.00,0.00,0.00,0.00,15.08,0.00,0.00,,
Dart,7/17/2006,2006,28,0.00,0.00,0.00,672.00,240.00,432.00,0.00,0.00,0.00,168.00,56.00,112.00,0.00,0.00,0.00,0.00,0.00,728.00,80.00,648.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,360.00,0.00,0.00,0.00,40.00,96.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,,
Dart,8/15/2006,2006,29,0.00,0.00,0.00,1888.00,656.00,1232.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2576.00,752.00,1824.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5008.00,0.00,0.00,0.00,176.00,48.00,112.00,0.00,0.00,16.00,0.00,0.00,16.00,0.00,0.00,,
Dart,7/13/2007,2007,30,0.00,0.00,0.00,0.00,696.67,1140.00,0.00,0.00,0.00,0.00,232.22,453.89,0.00,0.00,0.00,0.00,0.00,0.00,643.89,548.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,918.33,0.00,0.00,0.00,3092.78,337.78,21.11,0.00,10.56,0.00,0.00,0.00,0.00,0.00,0.00,,
Dart,7/31/2007,2007,31,0.00,0.00,0.00,0.00,878.22,1351.11,0.00,0.00,0.00,0.00,861.33,1317.33,0.00,0.00,0.00,0.00,0.00,0.00,1232.89,1705.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2955.56,0.00,0.00,0.00,135.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.56,0.00,0.00,,
Dart,6/30/2008,2008,32,0.00,0.00,0.00,0.00,1250.67,1157.33,0.00,0.00,0.00,0.00,242.67,242.67,0.00,0.00,0.00,0.00,0.00,0.00,560.00,2576.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4424.00,0.00,0.00,0.00,3154.67,634.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Dart,8/6/2008,2008,33,0.00,0.00,0.00,0.00,446.67,406.67,0.00,120.00,60.00,0.00,46.67,53.33,0.00,0.00,0.00,0.00,0.00,0.00,93.33,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1506.67,0.00,0.00,0.00,0.00,1173.33,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Dart,7/7/2010,2010,36,0.00,0.00,0.00,0.00,111.45,43.06,0.00,20.26,43.06,0.00,111.45,40.53,0.00,0.00,0.00,0.00,0.00,0.00,37.99,22.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,635.76,0.00,0.00,0.00,146.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Dart,8/12/2010,2010,37,0.00,0.00,0.00,0.00,130.00,150.00,0.00,350.00,790.00,0.00,210.00,220.00,0.00,0.00,0.00,0.00,0.00,0.00,170.00,190.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,,
Dart,7/14/2011,2011,38,0.00,0.00,0.00,0.00,425.02,3138.62,0.00,152.57,239.76,0.00,76.29,534.00,0.00,0.00,0.00,0.00,0.00,0.00,76.29,316.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2920.66,0.00,0.00,0.00,632.08,152.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Dart,8/9/2011,2011,39,0.00,0.00,0.00,0.00,730.59,4414.00,0.00,76.10,471.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,456.62,806.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3348.55,167.43,0.00,0.00,45.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.88,0.00,0.00,,
Dart,7/10/2012,2012,40,0.00,0.00,0.00,0.00,565.30,545.81,0.00,0.00,0.00,0.00,233.92,233.92,0.00,0.00,0.00,0.00,0.00,0.00,1267.06,3235.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,935.67,0.00,0.00,0.00,5653.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.49,0.00,19.49,,
Dart,8/7/2012,2012,41,0.00,0.00,0.00,0.00,58.48,155.95,0.00,0.00,0.00,0.00,4.87,19.49,0.00,0.00,0.00,0.00,0.00,0.00,365.50,555.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,370.37,0.00,0.00,0.00,116.96,9.75,0.00,0.00,4.87,0.00,0.00,0.00,0.00,0.00,0.00,,
G,6/21/1994,1994,1,0.00,0.00,0.00,0.00,0.00,0.00,1437.64,762.58,675.07,2466.91,1129.28,1337.63,0.00,0.00,0.00,0.00,0.00,29.17,25.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00,0.00,0.00,1708.50,0.00,0.00,0.00,54.17,0.00,0.00,0.00,0.00,0.00,0.00,,
G,7/26/1994,1994,2,0.00,0.00,0.00,0.00,0.00,0.00,15466.67,10733.33,4733.33,3266.67,1533.33,1733.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,800.00,0.00,0.00,108400.00,0.00,0.00,0.00,1600.00,0.00,0.00,0.00,0.00,0.00,0.00,,
G,8/22/1994,1994,3,0.00,0.00,0.00,0.00,0.00,0.00,12566.14,7275.13,5291.01,3600.82,1947.38,1653.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1873.90,0.00,0.00,25609.94,0.00,0.00,0.00,1028.81,0.00,0.00,0.00,0.00,0.00,0.00,,
G,6/12/1995,1995,4,0.00,0.00,0.00,0.00,0.00,0.00,819.37,603.02,216.35,1509.84,524.76,985.08,0.00,0.00,0.00,0.00,0.00,32.22,32.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,124.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
G,8/14/1995,1995,5,0.00,0.00,0.00,0.00,0.00,0.00,25312.50,12013.39,13299.11,7432.68,2852.68,4580.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1245.54,0.00,0.00,241.07,0.00,0.00,0.00,4941.96,0.00,0.00,0.00,0.00,0.00,0.00,,
G,9/5/1995,1995,6,0.00,0.00,0.00,0.00,0.00,0.00,15493.06,8656.94,6836.11,31.94,31.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3450.00,0.00,0.00,0.00,31.94,0.00,0.00,0.00,0.00,0.00,0.00,,
G,7/17/1996,1996,8,0.00,0.00,0.00,3774.00,3774.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22391.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
G,7/7/1997,1997,10,0.00,0.00,0.00,0.00,0.00,0.00,3010.75,2096.77,913.98,5053.76,3333.33,1720.43,0.00,0.00,0.00,0.00,0.00,376.76,53.76,323.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,107.53,0.00,0.00,0.00,35483.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
G,8/11/1997,1997,11,0.00,0.00,0.00,0.00,0.00,0.00,10178.41,9533.41,645.00,9020.74,5766.13,3254.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,144.01,0.00,0.00,0.00,12286.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
G,7/7/1998,1998,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5312.50,1885.08,3427.42,0.00,0.00,0.00,0.00,0.00,1850.81,582.66,1268.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,102.82,0.00,0.00,0.00,16143.00,857.00,0.00,34.27,1542.34,34.27,0.00,0.00,0.00,0.00,0.00,,
G,8/13/1998,1998,13,0.00,0.00,0.00,0.00,0.00,0.00,856.19,276.19,580.00,3590.90,1311.90,2279.00,0.00,0.00,0.00,0.00,0.00,814.76,124.29,690.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.48,193.33,0.00,0.00,2320.00,290.00,0.00,0.00,8451.43,607.62,0.00,0.00,0.00,0.00,0.00,,
